"user_id","sex","age","country"
227998,"M",27,"Argentina"
857729,"M",38,"Venezuela"
603967,"M",19,"Mexico"
798754,"M",23,"Colombia"
391307,"F",38,"Peru"
673523,"F",20,"Colombia"
970127,"M",21,"Spain"
244905,"F",41,"Mexico"
977077,"F",23,"Panama"
166304,"F",40,"Mexico"
283531,"M",38,"Mexico"
987603,"M",35,"Argentina"
480209,"M",23,"Colombia"
967344,"M",19,"Spain"
80420,"M",19,"Bolivia"
306967,"M",29,"Ecuador"
310585,"M",18,"Honduras"
204895,"M",27,"Venezuela"
980550,"F",25,"Honduras"
169075,"M",36,"Colombia"
520989,"M",32,"Colombia"
530282,"F",37,"Spain"
548960,"M",26,"Panama"
449199,"F",18,"Mexico"
52578,"M",18,"Mexico"
239073,"M",22,"Colombia"
726294,"M",19,"El Salvador"
845023,"M",23,"Spain"
641513,"F",37,"Venezuela"
529771,"F",33,"Spain"
738595,"M",25,"Argentina"
652848,"M",40,"Colombia"
368983,"M",33,"Guatemala"
804898,"F",21,"Chile"
644986,"F",20,"Venezuela"
159838,"M",35,"Venezuela"
11443,"M",34,"Peru"
606595,"F",32,"Venezuela"
406544,"F",39,"Spain"
560065,"M",33,"Mexico"
946531,"M",18,"Venezuela"
862189,"M",18,"Mexico"
840881,"F",20,"Mexico"
852320,"F",35,"Venezuela"
504851,"F",36,"Chile"
608579,"M",30,"Spain"
671502,"M",23,"Colombia"
886548,"M",29,"Peru"
204939,"F",21,"Chile"
823805,"M",22,"Mexico"
118362,"M",21,"Mexico"
166370,"F",19,"Argentina"
961460,"F",36,"Peru"
911633,"M",29,"Colombia"
160398,"F",26,"Mexico"
204466,"F",21,"Paraguay"
736199,"F",27,"Mexico"
87198,"F",35,"Mexico"
483069,"M",25,"Mexico"
302091,"F",26,"Argentina"
254277,"M",25,"Mexico"
512669,"F",34,"Bolivia"
971203,"F",22,"Peru"
65956,"F",18,"Honduras"
301030,"M",18,"Colombia"
307971,"F",20,"Guatemala"
651647,"F",34,"Peru"
906145,"M",40,"Argentina"
434689,"F",24,"Spain"
879860,"M",25,"Colombia"
163239,"F",39,"Argentina"
197393,"M",31,"Peru"
959259,"F",21,"Mexico"
376096,"M",35,"Guatemala"
956554,"M",27,"Paraguay"
900225,"M",35,"Spain"
826853,"F",26,"Guatemala"
29051,"F",19,"Honduras"
307954,"M",24,"Colombia"
503670,"F",19,"Mexico"
691000,"M",24,"Mexico"
637491,"F",28,"Mexico"
225175,"F",22,"Chile"
747134,"F",22,"Chile"
939772,"M",28,"Peru"
606398,"M",42,"Ecuador"
764823,"F",23,"Mexico"
806505,"M",39,"Bolivia"
292839,"M",22,"Venezuela"
456967,"M",39,"Argentina"
413920,"M",20,"Argentina"
309846,"M",28,"Nicaragua"
222879,"M",28,"Panama"
863951,"M",37,"Mexico"
853949,"M",36,"Mexico"
443308,"M",28,"Mexico"
963856,"M",19,"Argentina"
653860,"F",51,"Chile"
729657,"F",18,"Venezuela"
941383,"M",27,"Mexico"
241225,"M",22,"Spain"
580824,"F",25,"Mexico"
406212,"F",32,"Mexico"
304295,"M",36,"Spain"
4519,"M",43,"Bolivia"
452400,"M",31,"Mexico"
336938,"M",48,"Spain"
994701,"M",44,"Spain"
743897,"M",26,"Colombia"
420522,"M",22,"Mexico"
84593,"M",43,"Mexico"
939977,"M",29,"Peru"
368826,"M",20,"Mexico"
845930,"F",22,"Mexico"
248922,"F",28,"Chile"
667020,"F",24,"Mexico"
490887,"M",24,"Argentina"
770628,"M",19,"Chile"
670345,"M",25,"Mexico"
909995,"M",20,"Guatemala"
549024,"F",25,"Colombia"
372887,"F",24,"Spain"
443547,"F",20,"Peru"
203012,"M",31,"Ecuador"
587379,"M",19,"Spain"
935683,"F",41,"Spain"
958600,"M",41,"Mexico"
501891,"M",29,"Mexico"
952445,"M",35,"Argentina"
154703,"F",24,"Spain"
533836,"F",25,"Spain"
996514,"M",37,"Mexico"
855524,"F",20,"Ecuador"
499940,"M",20,"Bolivia"
226779,"M",27,"Nicaragua"
681570,"M",42,"Guatemala"
669881,"M",22,"El Salvador"
621616,"M",23,"Paraguay"
282707,"M",26,"Nicaragua"
880359,"F",28,"Argentina"
796887,"F",19,"Mexico"
179413,"F",28,"Peru"
450824,"M",34,"Peru"
635193,"F",24,"Argentina"
947235,"M",26,"Mexico"
355312,"F",24,"Guatemala"
640108,"F",29,"Nicaragua"
825860,"F",22,"Mexico"
543641,"M",30,"Spain"
87581,"F",30,"Bolivia"
720090,"M",23,"Peru"
619095,"M",24,"Argentina"
95214,"M",20,"Honduras"
551998,"F",29,"Mexico"
207430,"M",24,"Peru"
281249,"F",21,"Mexico"
988121,"F",34,"Mexico"
256229,"M",28,"Spain"
473963,"M",25,"Paraguay"
384308,"M",21,"Venezuela"
281443,"F",30,"Colombia"
736498,"F",35,"Mexico"
778261,"F",19,"Ecuador"
579335,"M",30,"Colombia"
538830,"F",20,"Venezuela"
486213,"M",29,"Mexico"
940589,"M",24,"Spain"
702512,"M",27,"Spain"
15900,"F",35,"Argentina"
633004,"M",23,"Mexico"
252618,"M",27,"Mexico"
312284,"F",34,"Mexico"
549651,"F",33,"Spain"
281576,"F",23,"Mexico"
680895,"M",18,"Mexico"
344413,"F",24,"Mexico"
953422,"F",26,"Venezuela"
277737,"M",26,"Ecuador"
731882,"F",39,"Bolivia"
906360,"F",29,"Mexico"
462904,"F",24,"Colombia"
852179,"F",35,"Paraguay"
188574,"F",44,"Honduras"
720532,"F",30,"Colombia"
1620,"M",32,"Ecuador"
674271,"M",24,"Ecuador"
987820,"M",25,"Honduras"
361304,"M",39,"Peru"
915254,"F",20,"Guatemala"
493123,"F",24,"Venezuela"
226235,"M",31,"Mexico"
54308,"F",26,"Colombia"
130812,"F",22,"Colombia"
10940,"F",19,"Peru"
596808,"M",32,"Spain"
975144,"M",25,"Venezuela"
653743,"F",18,"Venezuela"
384433,"F",28,"Guatemala"
550438,"M",31,"Spain"
831979,"M",19,"Mexico"
291442,"M",18,"Uruguay"
291856,"M",29,"Mexico"
290904,"M",26,"Venezuela"
830829,"M",24,"Guatemala"
982513,"M",19,"Colombia"
990360,"M",30,"Mexico"
611319,"F",29,"Mexico"
176707,"M",19,"Mexico"
326245,"F",27,"Argentina"
71702,"M",19,"Venezuela"
875188,"F",21,"Spain"
312102,"M",32,"Peru"
760744,"F",18,"El Salvador"
829544,"M",24,"Ecuador"
738322,"F",24,"Guatemala"
140065,"F",21,"Mexico"
563515,"M",28,"Argentina"
459345,"M",44,"Argentina"
224840,"M",20,"Spain"
336536,"F",24,"Spain"
47608,"F",27,"Mexico"
936982,"F",31,"Colombia"
242922,"M",18,"Peru"
489952,"M",27,"Argentina"
870038,"M",21,"Spain"
606525,"F",23,"Argentina"
912483,"F",26,"Mexico"
159536,"F",26,"Mexico"
19652,"M",23,"Venezuela"
959506,"F",21,"Spain"
962335,"M",30,"Argentina"
249622,"M",26,"El Salvador"
108700,"F",18,"Mexico"
387094,"M",31,"Argentina"
91086,"F",28,"Spain"
988099,"F",28,"Mexico"
162902,"M",26,"Colombia"
831257,"F",22,"Mexico"
274272,"F",34,"Mexico"
173038,"M",19,"Colombia"
521937,"F",22,"Honduras"
678383,"F",46,"El Salvador"
844537,"F",24,"Argentina"
687297,"M",22,"Spain"
330717,"M",22,"Colombia"
548978,"F",45,"Bolivia"
532547,"M",44,"Costa Rica"
117496,"M",23,"Argentina"
481505,"M",21,"Spain"
693820,"F",24,"Chile"
593409,"M",39,"Costa Rica"
197442,"M",27,"Peru"
210100,"F",19,"Spain"
219022,"M",31,"Mexico"
479042,"M",41,"Mexico"
421659,"M",20,"Mexico"
77612,"M",18,"Spain"
345239,"M",24,"Mexico"
163306,"M",37,"Costa Rica"
391292,"M",31,"Venezuela"
793198,"M",30,"Mexico"
528076,"F",25,"Spain"
130088,"F",27,"Chile"
259794,"M",19,"Spain"
292613,"F",28,"Venezuela"
541708,"M",25,"Chile"
823522,"F",18,"Mexico"
332052,"F",32,"Mexico"
937248,"M",31,"Venezuela"
959252,"F",29,"Mexico"
251141,"F",29,"Mexico"
68995,"F",30,"Chile"
187367,"F",24,"Ecuador"
487398,"M",30,"Panama"
457693,"M",19,"Mexico"
876907,"M",21,"Venezuela"
479682,"M",32,"Chile"
476030,"M",32,"Argentina"
500894,"M",32,"Venezuela"
914581,"F",18,"Colombia"
816481,"M",20,"Spain"
180049,"F",23,"Peru"
919244,"M",18,"Spain"
568695,"F",21,"Guatemala"
895219,"F",29,"Mexico"
962653,"F",35,"Honduras"
496684,"M",35,"Ecuador"
46706,"M",18,"Costa Rica"
661226,"F",28,"Mexico"
697747,"M",26,"Nicaragua"
725832,"M",28,"Mexico"
595075,"M",19,"Ecuador"
354560,"M",26,"Argentina"
992868,"F",20,"Colombia"
554170,"M",31,"Peru"
622333,"M",26,"El Salvador"
726080,"M",23,"Bolivia"
5475,"F",20,"Colombia"
393342,"M",30,"Mexico"
698283,"M",41,"Mexico"
974925,"M",18,"Bolivia"
839459,"F",36,"Mexico"
108948,"F",18,"Spain"
856837,"F",21,"Uruguay"
27496,"M",36,"Venezuela"
655719,"M",24,"Argentina"
255234,"M",19,"Venezuela"
99289,"F",28,"Bolivia"
47275,"M",22,"Spain"
352971,"F",27,"Mexico"
55212,"M",18,"Colombia"
242015,"M",20,"Mexico"
361029,"F",21,"Peru"
851062,"M",26,"Panama"
755553,"F",23,"Bolivia"
794010,"M",23,"Colombia"
987990,"F",31,"Colombia"
898128,"F",26,"Argentina"
625868,"M",32,"Argentina"
320065,"F",20,"Mexico"
309331,"M",45,"Argentina"
631238,"F",20,"Mexico"
103422,"F",20,"Mexico"
314903,"M",19,"Argentina"
539348,"M",29,"Chile"
825879,"M",23,"Mexico"
397906,"M",18,"Argentina"
148386,"F",33,"El Salvador"
2944,"M",20,"Bolivia"
36920,"F",33,"Venezuela"
812732,"F",41,"Peru"
947398,"M",22,"Argentina"
865379,"M",30,"Mexico"
120792,"F",27,"Spain"
725238,"M",26,"Chile"
301059,"F",20,"Peru"
154987,"M",26,"Spain"
523439,"F",18,"Colombia"
102842,"F",21,"Mexico"
951493,"F",20,"Argentina"
170649,"M",31,"Colombia"
608342,"F",20,"Venezuela"
469058,"M",37,"El Salvador"
386658,"F",33,"Venezuela"
882135,"M",29,"Nicaragua"
117791,"M",29,"Mexico"
967304,"M",23,"Mexico"
169048,"F",25,"Spain"
342437,"M",20,"Mexico"
358910,"F",28,"Mexico"
193470,"F",20,"Colombia"
879490,"M",25,"Mexico"
497531,"F",19,"Colombia"
965918,"M",24,"Bolivia"
974228,"F",29,"Ecuador"
727309,"M",19,"Mexico"
589470,"F",20,"Mexico"
874606,"F",22,"Venezuela"
915918,"M",20,"Colombia"
499382,"M",35,"Mexico"
59495,"F",25,"Guatemala"
843956,"M",47,"Peru"
907869,"M",24,"Spain"
327784,"M",20,"Colombia"
786425,"M",18,"Venezuela"
745893,"M",25,"Honduras"
799623,"M",18,"Mexico"
401297,"F",44,"Ecuador"
164532,"F",22,"Venezuela"
697214,"M",19,"Mexico"
277400,"M",30,"Peru"
85191,"M",30,"Mexico"
106138,"M",29,"Colombia"
365523,"F",27,"Colombia"
631809,"M",27,"Peru"
349791,"M",26,"Mexico"
449189,"M",31,"Costa Rica"
863642,"F",27,"Venezuela"
256254,"M",20,"Paraguay"
671274,"F",27,"Venezuela"
818516,"M",22,"Venezuela"
498255,"M",26,"Mexico"
781106,"M",26,"Mexico"
202195,"F",25,"Argentina"
382896,"M",21,"El Salvador"
698853,"M",33,"Colombia"
497118,"M",36,"Honduras"
700830,"F",29,"Ecuador"
697533,"M",29,"Peru"
190984,"M",22,"Mexico"
487501,"M",26,"Spain"
931789,"M",28,"Mexico"
201962,"F",31,"Colombia"
840873,"F",18,"Peru"
228194,"F",32,"Mexico"
731406,"F",33,"Argentina"
55925,"M",23,"Mexico"
411425,"F",20,"Peru"
652158,"M",34,"Argentina"
904073,"F",31,"Mexico"
962676,"M",20,"Spain"
928896,"M",26,"Colombia"
812246,"F",25,"Guatemala"
591181,"M",34,"Honduras"
276689,"M",22,"Spain"
525824,"F",20,"Mexico"
988191,"M",19,"Mexico"
893408,"F",22,"Chile"
65822,"M",27,"Argentina"
677939,"M",32,"Mexico"
524648,"M",45,"Mexico"
538153,"M",25,"Mexico"
831195,"M",35,"Colombia"
967354,"F",20,"Chile"
314774,"F",27,"Colombia"
602258,"M",21,"Colombia"
49942,"M",25,"Guatemala"
406118,"M",48,"Nicaragua"
857184,"F",37,"Colombia"
850728,"M",29,"Bolivia"
525942,"F",24,"Argentina"
746728,"F",25,"Mexico"
128944,"M",31,"Spain"
37981,"M",21,"Spain"
455632,"M",20,"Honduras"
796008,"F",30,"Peru"
9763,"M",25,"Mexico"
85381,"F",27,"Mexico"
84037,"M",21,"Colombia"
497237,"M",25,"Mexico"
943929,"M",43,"Mexico"
5276,"F",20,"Mexico"
764177,"F",42,"Mexico"
568743,"M",32,"Peru"
531887,"M",24,"Venezuela"
878436,"F",20,"Mexico"
748454,"M",18,"Peru"
243057,"M",37,"Mexico"
597428,"F",24,"Colombia"
640511,"M",23,"Spain"
591824,"M",37,"Colombia"
554815,"M",26,"Argentina"
112481,"M",23,"Mexico"
268280,"M",30,"Colombia"
663911,"M",24,"El Salvador"
191262,"M",22,"Chile"
578776,"M",23,"Colombia"
233499,"F",35,"Argentina"
763476,"F",22,"Ecuador"
289608,"M",21,"Colombia"
881437,"M",21,"Mexico"
179277,"M",24,"Spain"
501364,"M",30,"Mexico"
833161,"F",21,"Colombia"
46944,"F",25,"Venezuela"
650584,"M",20,"Mexico"
385666,"F",36,"Ecuador"
719242,"F",26,"Guatemala"
892196,"F",40,"Guatemala"
827039,"F",35,"Spain"
216354,"F",22,"Ecuador"
66533,"F",24,"Mexico"
